train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.7,0.65,0.67,0.66,0.78,0.5641335590797312,19.18054100871086,0.56,0.56,0.42,0.48,0.66,0.6578965544700622,3.2894827723503113,1713243930,,True,100,48888cb6,2024-04-16_07-05-30,14.886394739151001,1460.9817578792572,33492,AT-MB-PC-E13,127.0.0.1,1460.9817578792572,100,64,3,0.5,1e-05,48888cb6
0.81,0.79,0.79,0.79,0.88,0.4303713107810301,14.632624566555023,0.73,0.69,0.78,0.73,0.74,0.6146905064582825,3.0734525322914124,1713245269,,True,100,5c0bcda7,2024-04-16_07-27-49,27.76281976699829,2795.684844493866,3992,AT-MB-PC-E13,127.0.0.1,2795.684844493866,100,256,6,0.5,0.001,5c0bcda7
0.7,0.65,0.68,0.66,0.78,0.564331351834185,19.18726596236229,0.56,0.56,0.42,0.48,0.66,0.657980227470398,3.2899011373519897,1713243949,,True,100,ad3ff864,2024-04-16_07-05-49,14.750802278518677,1470.6278195381165,7900,AT-MB-PC-E13,127.0.0.1,1470.6278195381165,100,64,3,0.5,1e-05,ad3ff864
0.6,0.55,0.61,0.58,0.63,0.6623015333624447,22.51825213432312,0.56,0.56,0.32,0.41,0.53,0.6978981852531433,3.4894909262657166,1713244357,,True,15,48ccb13f,2024-04-16_07-12-37,28.299762964248657,427.3431384563446,33492,AT-MB-PC-E13,127.0.0.1,427.3431384563446,15,64,6,0.5,1e-05,48ccb13f
0.92,0.9,0.92,0.91,0.98,0.19801336592611143,6.732454441487789,0.72,0.74,0.62,0.68,0.8,0.7064315557479859,3.532157778739929,1713245410,,True,100,76568ae1,2024-04-16_07-30-10,14.40559697151184,1460.8589217662811,7900,AT-MB-PC-E13,127.0.0.1,1460.8589217662811,100,64,3,0.0,0.0001,76568ae1
0.86,0.83,0.86,0.84,0.93,0.32255599034183163,10.966903671622276,0.71,0.7,0.68,0.69,0.78,0.6516245484352112,3.258122742176056,1713245816,,True,100,b035e2cc,2024-04-16_07-36-56,14.744678497314453,1458.562885761261,33492,AT-MB-PC-E13,127.0.0.1,1458.562885761261,100,256,3,0.5,0.001,b035e2cc
0.58,0.53,0.46,0.5,0.6,0.6811446854296852,23.1589193046093,0.58,0.76,0.18,0.29,0.56,0.7045920848846435,3.5229604244232178,1713245502,,True,5,98f207c3,2024-04-16_07-31-42,46.49385714530945,232.4161241054535,3992,AT-MB-PC-E13,127.0.0.1,232.4161241054535,5,256,10,0.5,0.0001,98f207c3
0.58,0.55,0.32,0.4,0.58,0.6800737109254388,23.12250617146492,0.56,0.56,0.33,0.42,0.54,0.7389090299606323,3.6945451498031616,1713245643,,True,5,5585738e,2024-04-16_07-34-03,46.33331370353699,232.81172847747803,7900,AT-MB-PC-E13,127.0.0.1,232.81172847747803,5,256,10,0.2,1e-05,5585738e
0.9,0.87,0.9,0.89,0.97,0.23758132142179153,8.077764928340912,0.72,0.71,0.68,0.7,0.8,0.6560407042503357,3.2802035212516785,1713248344,,True,100,96a96478,2024-04-16_08-19-04,28.995911359786987,2842.342381000519,3992,AT-MB-PC-E13,127.0.0.1,2842.342381000519,100,64,6,0.2,0.0001,96a96478
0.43,0.43,0.83,0.57,0.48,0.7802925618255839,26.529947102069855,0.46,0.46,0.72,0.56,0.45,0.7234488725662231,3.6172443628311157,1713245720,,True,5,61661af4,2024-04-16_07-35-20,14.784058809280396,77.50384163856506,7900,AT-MB-PC-E13,127.0.0.1,77.50384163856506,5,256,3,0.5,1e-05,61661af4
